ids,datetime,likes,shares,comments,likes_reactions,reactions,total,chars_count,words_count,message,date,unique_comments
79770243223_10151042034613224,2012-07-29 11:50:42,423,29,19,423,0,471,201.0,6.0," USNS Mercy !

They're finally here!

More info:
() http://khmer.cambodia.usembassy.gov/072612_pr.html
(English) http://cambodia.usembassy.gov/072612_pr.html",2012-07-29,17.0
79770243223_10152641578838224,2014-12-17 10:37:01,104,1,1,104,0,106,787.0,107.0,"Americas top diplomat for East Asia and the Pacific, Danny Russel, spoke at the Brookings Institution about Asias role in the world, saying Far from Asia for the Asians, its now Asia for the world. 

He spoke about how the region is changing, with ASEAN becoming more integrated; Indonesias democracy flourishing; Burmas reformers pushing forward; and Americas rebalance continuing. 

U.S. alliances and partnerships are growing stronger and more capable to handle the regions tensions  tensions that pose serious risks to stability and prosperity for all of us.  To defuse tensions, Danny called for a regional system based on international law, not a sense of entitlement or muscle. 

Click the link below for his remarks: http://www.state.gov/p/eap/rls/rm/2014/12/235145.htm",2014-12-17,1.0
79770243223_10153482415468224,2016-01-28 03:47:26,150,24,4,150,0,178,1011.0,74.0,"Got questions or comments about the freedom of information in #Cambodia? The Ministry of Information recently launched the ""LAW ON ACCESS TO INFORMATION"" website (www.a2i.info.gov.kh) to allow people to review drafts and give recommendations for the Freedom of Information Law. This is a positive sign for Cambodia, as public participation and the utilization of citizen input are crucial to the law-making process in a healthy democracy. Please visit the site and share your ideas!

 ?    (www.a2i.info.gov.kh)          !",2016-01-28,4.0
79770243223_10152262947708224,2014-06-14 05:00:01,1665,27,21,1665,0,1713,236.0,37.0,"On Thursday, Embassy staff enjoyed together a potluck lunch, a meal of different dishes that everyone brought to share with the group. Colleagues had a wonderful time sharing a table full of delicious homemade Khmer and American food!",2014-06-14,21.0
79770243223_10152493947618224,2014-10-02 04:59:09,615,218,47,615,0,880,585.0,80.0,"Learn more about the Diversity Visa Lottery and avoid becoming the victim of fraud!

U.S. Embassy Consular Officer Matthew Horner will be interviewed on Cambodia News Channel (CNC-TV) at 7:20 p.m. tonight.  He will discuss the Diversity Immigrant Visa Program (also known as the Green Card Lottery).

The Diversity Visa (DV) 2016 program began Wednesday, October 1, and will conclude Monday, November 3, 2014. 

For more information on the DV 2016 program, please visit the U.S. Embassys Diversity Immigrant Visa Program webpage at: http://cambodia.usembassy.gov/diversity_visa.html",2014-10-02,40.0
79770243223_10150171977538224,2011-05-06 12:18:52,66,0,18,66,0,84,420.0,29.0,"Old articles, but still well worth the read:
http://cambodia.usembassy.gov/2008_asia_pacific_month.html
http://articles.latimes.com/2005/jan/19/local/me-donutking19

May is Asian-Pacific American Heritage Month  a celebration of Asians and Pacific Islanders in the United States.

 

Do you know people in this picture?",2011-05-06,12.0
79770243223_10153586015593224,2016-03-16 11:16:30,276,43,14,281,5,338,721.0,118.0,"A special ceremony was held today for the official inauguration of the new terminal at Phnom Penh International Airport. This good news comes as more and more people from the United States are traveling to #Cambodia. There were 217,510 American tourists in Cambodia last year, an increase of 13.7% from 2014. In fact, the United States is the largest source of foreign tourists from outside Asia that visit Cambodia. And as the number increases, they will be excited to see new features such as additional check-in counters, more outlets for charging electronics, and even a Starbucks at the airport in Phnom Penh.

What do you think about the new terminal at Phnom Penh International Airport? Please share your comments.",2016-03-16,13.0
79770243223_10151367740298224,2013-02-12 10:05:09,357,11,8,357,0,376,407.0,5.0,"*      ?

 link   Todd 

() http://cen.com.kh/localnews/details_more/29?token=ZmU4MWI2Yzk3NTA3OGJkY2RlN2M3OGQyZDExYzJi

(English) http://www.thecambodiaherald.com/opinion/detail/3?token=ZDg2MmVhYWYwYmQ1ZGIyMmQxMTM5OTRiMjcyMWE3",2013-02-12,6.0
79770243223_10152249304732270,2014-03-13 02:57:00,496,41,39,496,0,576,730.0,84.0,"Would you like to work for the U.S. Embassy?

We are seeking an individual for the Administrative Assistant position.

QUALIFICATIONS REQUIRED:

1. A Bachelors degree in Administration, Management, Development Studies, English, Communications, Business, or Foreign/International Relations.

2. Three (3) years of experience in administrative management. At least two (2) years of this experience must have been with an international organization, local or international non-governmental organization, or development donor agency.

3. Level IV (fluent) Speaking/Reading/Writing English and Khmer are required. Language proficiency will be tested.

Click the link below for more information:
http://cambodia.usembassy.gov/job1.html",2014-03-13,36.0
79770243223_10153755105883224,2016-05-27 04:21:14,2057,274,40,2092,35,2406,2582.0,195.0,"    Heidt      (LICADHO / )             

 Heidt            

         

On May 26, #AmbHeidt met with Dr. Pung Chhiv Kek, the president of the Cambodian League for the Promotion and Defense of Human Rights, or LICADHO, and members of her staff to discuss the NGO's work in #Cambodia. Dr. Kek - who founded LICADHO in 1992 after the signing of the Paris Peace Agreements - has worked tirelessly ever since to promote peace, non-violence, and respect for the rights of every Cambodian citizen.  

#AmbHeidt said, I have known Madame Kek for nearly 20 years and remain deeply impressed by LICADHOs very principled work on a wide range of issues affecting all Cambodians, including the protection of civil, economic, and political rights. The United States is proud to support civil society organizations like LICADHO.

LICADHO advocates for womens and childrens rights, provides humanitarian legal aid and social services to people in need, and works to expand awareness about political rights in Cambodia. Additionally, LICADHO helps communities learn how effectively advocate for and protect their own rights. It is one of a number of civil society organizations in Cambodia working to empower citizens, develop innovative solutions to challenges, and hold the government accountable to the people they represent. #humanrights",2016-05-27,38.0
79770243223_10152804188798224,2015-02-23 11:30:00,895,29,7,895,0,931,416.0,52.0,"USAIDs Counter Trafficking in Persons (CTIP) program recently repatriated 40 Cambodians from Vietnam.  The returnees, many of whom were children, worked as beggars and are now being interviewed to confirm whether they were victims of human trafficking.  The CTIP program supports Cambodias efforts to fight against human trafficking.

Find out more here: https://www.facebook.com/CTIP2

#Cambodia
#HumanTrafficking",2015-02-23,6.0
79770243223_10151880301918224,2013-11-25 04:09:43,94,6,1,94,0,101,934.0,118.0,"""Along with many of you, I have been troubledby the continued increase in the number of avian influenza (H5N1) cases throughout the year. Cambodian health officials now say that there are 26 confirmed cases of avian influenza with 13 deaths since January 2013. Numerous readers across the country have written with the concern, 'What can we do to stop bird flu from infecting and killing more people?'

Although controlling avian influenza presents many challenges, I would like to assure you that the United States, and our strong health team, is committed to working with Cambodian authorities and agencies to prevent the spread of this disease...""

Click the links to read Ambassador Todd's column: ""Continuing the Battle against Avian Influenza""

() http://www.cen.com.kh/localnews/show_detail/29?token=ZTBjOWZjZW

(English) http://www.thecambodiaherald.com/opinion/detail/3?token=NzRmOWM0NmI4NWZmYjdhN2E2NzhmNWQyMWY5YzJm",2013-11-25,1.0
79770243223_10152807540068224,2015-02-25 06:06:58,961,46,12,961,0,1019,618.0,103.0,"UPDATE:  THIS EVENT HAS BEEN POSTPONED.  WE WILL POST NEW INFORMATION WHEN IT BECOMES AVAILABLE.

Thursday, February 26, 2015 at 10:00 a.m.
Live interactive interview with Ambassador Todd by VOA Khmer

On Thursday at 10 a.m. (Cambodia Time), please join us on the U.S. Embassy Phnom Penh Facebook page as Ambassador Todd participates in a special live online interview with VOA Khmer!  The topic of the conversation is Technology, Innovation, and Cambodias Facebook Generation.

Visit the VOA Khmer Facebook page to submit your ideas for questions http://goo.gl/nsd2aM.
                #AmbTodd  #Cambodia VOA Khmer",2015-02-25,12.0
79770243223_10150103479868224,2011-03-06 04:41:55,15,0,5,15,0,20,428.0,22.0,"          

Elements of the 31st Marine Expeditionary Unit participated in the training exercise in Cambodia, Feb 27  March 2, 2011.

Read more: http://www.marines.mil/unit/31stmeu/Pages/Marines,SailorsconcludetraininginCambodia.aspx

More photos: https://picasaweb.google.com/USembassycambodia/USSESSEXMeetWithThePress",2011-03-06,5.0
79770243223_10151666335313224,2013-08-12 08:04:10,340,15,2,340,0,357,364.0,43.0,"Mothers learn about proper nutrition in Kampong Thom through USAID's Cambodia HARVEST project.

In addition to information about nutrition, HARVEST provides Cambodian farmers with the skills, equipment, and supplies to help them improve their agricultural production and their incomes.

Learn more about HARVEST here: http://www.cambodiaharvest.org/index.aspx.",2013-08-12,2.0
79770243223_10152194149893224,2014-05-10 07:03:34,1104,76,18,1104,0,1198,460.0,29.0,"President Obama: ""Our goal obviously is to help the international community and the Nigerian government as a team to do everything we can to recover these young ladies.""

       

Read more: http://www.whitehouse.gov/blog/2014/05/07/us-will-send-military-and-law-enforcement-officials-nigeria-help-rescue-missing-girl",2014-05-10,17.0
79770243223_10151914267638224,2013-12-12 10:00:01,407,33,9,407,0,449,192.0,33.0,"During a ceremony near the White House on December 6,  President Barack Obama, his daughers Malia and Sasha, and first lady Michelle pressed the switch to light up the National Christmas Tree.",2013-12-12,9.0
79770243223_10153340848393224,2015-11-12 03:09:56,2492,141,28,2492,0,2661,1073.0,160.0,"""When we talk about climate change, were not just talking about the harm that is caused to the habitat for butterflies or polar bears  as some people try to mock it  as serious as those effects might be.

We are talking about the impacts on people  people everywhere  of severe droughts, rapid sea level rise.

Were talking about the impacts on whole cities of unpredictable and uncontrollable extreme weather events.

Were talking about the impact on entire countries of fundamental shocks to the global agricultural system...And the prospect of a hotter, drier climate throughout the Middle East and parts of Asia will place even more strain on the most precious and essential resource of all  fresh water.

Weve already seen tensions rise around the basins of the Nile River in Africa, the Indus River in South Asia, and of course, the Mekong River in Southeast Asia."" - Secretary of State John Kerry
 
To read the full remarks on Climate Change and National Security, visit: http://www.state.gov/secretary/remarks/2015/11/249393.htm
 
(Photo: Cambodia HARVEST)",2015-11-12,26.0
79770243223_10152073620813224,2014-03-06 10:27:44,291,7,4,291,0,302,686.0,100.0,"Ambassador Todd:  ""Ive always enjoyed listening to music from a variety of American genres  jazz, blues, rock and roll, you name it.  Having lived in Cambodia for almost two years now, Ive also come to enjoy some of the unique musical styles popular in Cambodia.  Music is truly a universal language that can bring together people from diverse cultures, so I was delighted that the American country music band Blended 328 came to Cambodia last week as part of the U.S. Department of States Arts Envoy Program.""

Read Ambassador Todd's blog entry ""American Country Music Comes to Cambodia"" here:  

http://blogs.usembassy.gov/todd/2014/03/06/american-country-music-comes-to-cambodia/",2014-03-06,4.0
79770243223_10151263730678224,2012-12-24 06:24:10,403,5,5,403,0,413,550.0,7.0," Jeff Daigle    

Read Ambassador Todd's blog: http://blogs.usembassy.gov/todd/2012/12/21/medical-support-for-landmine-victims/

   Peter Chuop   

    ",2012-12-24,5.0
79770243223_10152926308098224,2015-04-21 18:38:00,1621,49,4,1621,0,1674,5115.0,786.0,"Earth Day:  Working Together to Protect the Environment
-From the Ambassador's Penh

Today is Earth Day, an annual event celebrated on April 22 in which citizens take action to demonstrate their support for protecting the environment.  The first Earth Day was held in 1970 when 20 million Americans rallied to demand clean air and water.  Now, Earth Day is celebrated in more than 192 countries worldwide as a way for communities to express their environmental concerns and educate others.  Participants engage in activities ranging from tree-planting and cleanup projects to awareness raising concerts and fairs.  In Cambodia, I am encouraged to see that citizens, civil society organizations, and the government are doing their part to raise awareness about preserving the countrys precious and unique environment for future generations.

I can think of no better example of citizens taking action to address environmental concerns than the young people of Cambodia.  In particular, I want to highlight the efforts of the Ambassadors Youth Council (AYC) on addressing Cambodias environmental challenges.  Last year, AYC members visited the Phnom Tamao Wildlife Rescue Center to learn first-hand about endangered animals in Cambodia and efforts to protect them.  During visits to Mondulkiri and Koh Kong, the members got an in-depth look at the problems of illegal logging and wildlife trafficking and learned how projects that promote sustainable growth not only help rural and forest communities to prosper but also contribute to environmental protection.

Drawing on their knowledge and experience, in January the AYC teamed up with Wildlife Alliance to present a public concert called Wild for Life at the Phnom Penh Night Market.  The event featured musical and comedy performances that provided a platform to entertain and educate more than 3,000 Cambodians on the importance of environmental protection and wildlife conservation.  

Just last month, the AYC hosted another environmental education event.  The Earth Hour program at the Royal University of Phnom Penh, co-organized by World Wide Fund for Nature (WWF), helped raise awareness about the need to save energy and the impacts of climate change.  The event included a screening of Earth Hour Worldwide and a number of entertaining performances.  It is inspiring to see the many great things the AYC has accomplished in such a short time.  I am optimistic they will achieve even more in the future.

The U.S. government, through the U.S. Agency for International Development (USAID), is working with local forest communities in Cambodia to find ways to protect the environment while providing sustainable income.  In partnership with Winrock International and WWF, USAIDs Supporting Forests and Biodiversity Project recently hosted a successful annual forum to spark a dialogue between private investment companies, local communities, and environmentalists in Mondulkiri province.  The forum helped stakeholders explore effective solutions to protect the forests and wildlife.  Another project provided training for women in the village of Kampong Damrey in Kratie province so they can properly manage the surrounding forest resources in ways that benefit the entire community.  We also support the Preak Toal bird sanctuary to protect the Giant Ibis, Cambodias national bird.  With assistance from the U.S. government, members of the surrounding fishing villages have been trained to serve as forest rangers, monitoring and reporting on the bird populations of the sanctuary.  By preserving bird habitats, the rangers are also protecting key fish-spawning grounds that are critical to their economic livelihood.

Meanwhile at the U.S. Embassy, were doing our part as well.  We are implementing green initiatives and educational awareness campaigns that will help us save electricity and reduce waste.  This effort includes switching over from diesel generators to the municipal power grid to reduce air and noise pollution, replacing the halogen lighting system with energy efficient LED lights, and installing water refill stations to reduce the number of plastic water bottles being thrown away.  During the Embassys Earth Day celebration, Deputy Chief of Mission Julie Chung presented an award to the winner of the Embassys first annual Earth Day Recycled Sculpture Art Contest.  The winning sculpture of a mother and baby elephant, made out of coffee and creamer cups, was selected for the innovative use of recyclable materials.

I hope that you had an opportunity to do something to celebrate Earth Day, but let us not forget that we can engage in activities every day of the year that will help protect the environment, address the impacts of climate change, and combat wildlife trafficking.  By working together, I believe everyone can do their part to make our planet a better place.

#AmbTodd #Cambodia

To read more entries from Ambassador Todd's blog, go to: blogs.usembassy.gov/todd

Photo: Deputy Chief of Mission Julie Chung with Sara Harrison, winner of the Embassys first annual Earth Day Recycled Sculpture Art Contest.",2015-04-21,4.0
79770243223_10152394117103224,2014-08-18 04:30:07,1112,35,10,1112,0,1157,646.0,101.0,"Samedi from Kampong Cham writes, There has been a lot of talk lately about the economic benefit of building dams to produce hydropower, but have leaders in the region thought carefully about the potential side effects and unintended consequences?

Ambassador Todd: This is a good question, and one that was a major topic of discussion at the ministerial meetings of the Association of Southeast Asian Nations (ASEAN) and Lower Mekong Initiative (LMI) in Burma last week.

We know that what happens to the Mekong River has a direct impact on the regional economy and on the lives of tens of millions of people...

Read more: http://goo.gl/LmUoqr",2014-08-18,10.0
79770243223_10152742190423224,2015-01-23 03:41:46,0,0,0,0,0,0,89.0,,"U.S. Embassy Phnom Penh, Cambodia likes English Access Microscholarship Program-Cambodia.",2015-01-23,
79770243223_10152880019983224,2015-04-01 05:00:01,1026,64,4,1026,0,1094,1218.0,106.0," #USAID        NDI                                      

Recently, #USAID supported a constituency dialogue organized by NGO 
National Democratic Institute - NDI  in Ta Ong village and commune, Chamkar Leu district, Kampong Cham province.  National Assembly members H.E. Nguon Sim An from the Cambodian Peoples Party & H.E. Ouch Serey Vuth from the Cambodia National Rescue Party participated in hearing concerns from the community. Land eviction & lack of proper compensation in Chamkar Leu district were the most common issues that people raised at the event. Both party members said they would follow up on the land issues brought up.  To learn more about USAID in Cambodia, go to: http://www.usaid.gov/cambodia",2015-04-01,4.0
79770243223_91529974394,2009-06-09 09:24:34,1,0,0,1,0,1,95.0,12.0,Embassy Boosts English Language Study in Battambong through the Access Microscholarship Program,2009-06-09,
79770243223_10151173884018224,2012-10-20 06:40:15,505,74,33,505,0,612,238.0,6.0," link    Entrepreneurs: The Next Generation ()
(PDF: 10.6MB) http://go.usa.gov/YUJ3

  ?

 ",2012-10-20,28.0
79770243223_10153285828383224,2015-10-08 08:00:00,516,59,8,516,0,583,1511.0,109.0,"Today we continue our series of videos about the conservation work at Phnom Bakheng, which is being carried out by the World Monuments Fund with support from the U.S. Embassy and the State Departments Ambassadors Fund for Cultural Preservation.

This video, entitled The Restoration, explains why the work at Phnom Bakheng is necessary and important from the perspective of those who know it best  the workers.  

Please come back tomorrow for the third and final video on Phnom Bakheng!

To learn more about the work that the U.S. Ambassadors Fund for Cultural Preservation is doing to protect the worlds cultural heritage, click here: http://eca.state.gov/cultural-heritage-center/ambassadors-fund-cultural-preservation

       World Monuments Fund   

     

   !

     http://eca.state.gov/cultural-heritage-center/ambassadors-fund-cultural-preservation


https://vimeo.com/140796494

World Monuments Fund
Ambassadors Fund for Cultural Preservation",2015-10-08,8.0
79770243223_10150163524163224,2011-04-26 02:11:47,86,0,42,86,0,128,273.0,18.0," link  Hillary Clinton 

() http://goo.gl/87lKw
(English) http://goo.gl/07s3m

Click the link above to read Secretary Hillary Clinton's statement on Cambodia-Thailand border situation.",2011-04-26,30.0
79770243223_169802673039267,2010-11-11 15:05:50,26,1,3,26,0,30,418.0,69.0,"Secretary Clinton: ...I hope that the people of Cambodia and the Government of Cambodia chart
 an agenda that you will follow to strengthen your democratic 
institutions, to strengthen your economy, to strengthen your education 
system, because I would like to come back in years ahead and see a lot 
of progress in Cambodia. And the progress will really depend upon the 
opportunities that all of you feel you have...",2010-11-11,3.0
79770243223_10151308293318224,2013-01-21 15:47:50,1924,113,32,1924,0,2069,292.0,12.0," link      Barack Obama 

Watch on the U.S. Embassy website:
http://cambodia.usembassy.gov/streamvideo.html

Watch on White Houses YouTube channel:
http://www.youtube.com/watch?v=8aatTuUEtko",2013-01-21,31.0
79770243223_10152159467343224,2014-04-23 01:04:33,743,59,11,743,0,813,373.0,46.0,"Today, we face another problem that threatens us all.

The overwhelming judgment of science tells us that climate change is altering our planet in ways that will have profound impacts on all of humankind.

What part will you play in protecting our planet?

Read the Proclamation on Earth Day:
http://iipdigital.usembassy.gov/st/english/texttrans/2014/04/20140421298122.html",2014-04-23,11.0
79770243223_10151030760013224,2012-07-24 00:18:30,457,56,44,457,0,557,686.0,78.0," ?

We are seeking an individual for the Immigration Visa Assistant position.
More info: http://cambodia.usembassy.gov/job5.html

QUALIFICATIONS REQUIRED:
* Completion of High School is required.

* Level IV (Fluent) Speaking/Reading/Writing English and Khmer are required. Language proficiency will be tested.

* Two years of progressively responsible experience involving the application of complex regulatory material, along with experience in public contact is required.

* Must have general office management practices, and basic computer skills.

* Ability to deal with customers with patience and tact and to work under pressure.",2012-07-24,39.0
79770243223_10153299340298224,2015-10-18 02:00:01,453,27,8,453,0,488,248.0,30.0,"There's a lot more to do at U.S. universities than just study.

Here are tips for making the most of your time as an international student.

Which would you do?

Read more: https://share.america.gov/falling-into-campus-life-is-easy/

#StudyintheUSA",2015-10-18,8.0
79770243223_10153894414578224,2016-07-27 10:52:48,510,32,7,514,4,553,967.0,129.0,"The US-ASEAN Business Council (USABC) recently organized an impressive delegation of U.S. companies to visit #Cambodia for their annual mission. Representatives from ConocoPhillips, GE, Coca-Cola, Visa, P&G, Ford Motor Company, RMA Cambodia, and Herbalife met a number of government officials - including Prime Minister Hun Sen and Minister of Commerce Pan Sorasak - to express their commitment to the U.S.-Cambodia business relationship and to supporting Cambodias development efforts.  The USABC missions goals were to encourage the Royal Government of Cambodia to implement better governance and transparency, to push for deeper stakeholder engagement in policy formation, and to highlight the U.S. business communitys support for capacity building, small and medium-sized enterprises (SMEs), and human resources in Cambodia. More about USABC's activities in Cambodia is at www.usasean.org/countries/cambodia/about.

PHOTO CREDIT: Khem Sovannara, AKP Phnom Penh",2016-07-27,5.0
79770243223_10151541342458224,2013-06-05 02:29:20,222,6,10,222,0,238,384.0,44.0,"The U.S. Navy Seabees repaired, replaced, and painted five buildings, one basketball court, and a volleyball court at an orphanage in Sihanoukville.

This work has improved the living environment for 185 children at the orphanage. 

Read Ambassador Todd's blog to learn more about the Seabees:
http://blogs.usembassy.gov/todd/2013/01/10/u-s-navy-seabees-do-important-work-in-cambodia/",2013-06-05,10.0
79770243223_10152265642182270,2014-03-21 06:16:28,293,81,8,293,0,382,597.0,68.0,"Several employment opportunities are available with the U.S. Peace Corps in Cambodia:

* English Teaching and Teacher Training Pre-Service Training Technical Trainer (CLOSING DATE: April 11, 2014)

* Language and Cross-Culture Facilitators (CLOSING DATE: April 4, 2014)

* Community Health Education Pre-Service Training (CLOSING DATE: April 11, 2014)

* Homestay/Site Coordinator (CLOSING DATE: April 4, 2014)

* Technical Language and Cross-Culture Facilitators (CLOSING DATE: April 4, 2014)

Click the link below for more information:
http://cambodia.usembassy.gov/employment_opportunities.html",2014-03-21,7.0
79770243223_10153138398543224,2015-07-29 08:30:06,533,28,5,533,0,566,4456.0,699.0,"Special Olympics:  Lets Go, Team Cambodia!
-From the Ambassador's Penh

I am a firm believer that society benefits when every member is able to lead full and meaningful lives.  However, many individuals with disabilities around the world are unable to thrive because of the discrimination and stigma they encounter.  People with an intellectual disability (ID) in particular, have been largely misunderstood.  Individuals with an ID have certain limitations in cognitive functioning and skills, including communication, social, and self-care skills.  These limitations can cause a child to develop and learn more slowly or differently than a typically developing child.  The most common causes of ID are genetic conditions, complications during pregnancy or birth, and diseases or toxic exposure.  For some individuals, the cause of their ID is unknown.  What is known is that individuals with ID often face barriers that prevent them from fully participating in their community.

Thats why I was pleased to see two events over the past weekend that highlight changing attitudes on the acceptance of individuals with an ID.  On Saturday, the opening ceremony of the Special Olympics World Games was held in Los Angeles, California.  And on Sunday, the United States marked the 25th anniversary of the Americans with Disabilities Act, a law which ensures equal rights to persons with disabilities and prohibits discrimination in all areas of public life.

Founded by Eunice Kennedy Shriver, the Special Olympics is an organization that changes lives and advances human dignity through sport.  The Special Olympics provide sports training and athletic competition for children and adults with an intellectual disability, giving them opportunities to develop physical fitness, demonstrate courage, and experience joy.  Billed as the worlds largest sports and humanitarian event, people with an ID have been showcasing their athletic abilities to the world since the first Special Olympics in 1968.  Back then, a thousand people from 26 U.S. states and Canada gathered in Chicago, Illinois to compete in track and field, swimming, and floor hockey.  This week, 6,500 athletes and 2,000 coaches representing 165 countries will participate in 25 sports in the biggest athletic gathering in Los Angeles since the 1984 Olympics.

This will be the third time Cambodia has competed in the Special Olympics Summer Games.  Cambodia is represented by a delegation of eight athletes and five coaches and staff at the games and will be competing in the athletics competition and bocce.  I want to recognize the athletes  Uth Sam Ang, Meas Makara, Vorn Sochoulia, Kien Sreypov, Phally Ampor Pich, Thay Sokunthim, Poeung Vuthy, and Rath Samphors  for their dedication and perseverance to become members of Cambodias Special Olympics team.  As you compete to bring home the gold, I want to repeat the Special Olympics oath, Let me win, but if I cannot win, let me be brave in the attempt.

I am proud of the Cambodian Special Olympics athletes, as well as their families and coaches, for their tremendous accomplishment.  I am equally proud of all the people with intellectual disabilities in Cambodia who have participated in the Rural Expansion of Sports initiative, launched last year through a partnership with the Special Olympics, the U.S. Agency for International Development (USAID), and the Royal Government of Cambodia.  This project is helping to recruit and train the next generation of athletes with intellectual disabilities so that they can represent Cambodia at the Special Olympics.  More importantly, this project is giving them an opportunity to participate in a sport as well as their communities.

Through the power of sport, I believe we can enable every member of society to lead full and meaningful lives.  Events like the Special Olympics help foster the acceptance and inclusion of all people.  By working together, I believe we can carry on the spirit of the Special Olympics to change attitudes and create a better world long after the games have ended.

I hope you will join me in cheering for the Cambodian athletes at the Special Olympics.
#AmbTodd #Cambodia 

To read more entries from Ambassador Todd's blog with Khmer translation, go to blogs.usembassy.gov/todd

Photo:  Cambodian athletes and coaches march during the parade of athletes at the Special Olympics World Games opening ceremony. (Photo courtesy of Special Olympics).",2015-07-29,5.0
79770243223_10152387996083224,2014-08-15 05:04:48,519,30,10,519,0,559,1041.0,158.0,"Meet Mr. Sam San, a Cambodian English teacher at Pannasastra University of Cambodia.  San is an alumnus of the U.S. State Departments E-Teacher Scholarship Program, which offers foreign English teaching professionals the opportunity to take one of nine innovative, online university-level classes through the University of Oregon.  As an alumnus, San was selected to participate in a recent three-day U.S. State Department sponsored seminar on Globalization and Language Education in Seoul, Korea.  The program brought together more than 50 E-Teacher alumni from the region to network and share experiences and ideas.

Now back home in Cambodia, San reflects on the program:  The seminar provided me with the opportunity to interact globally and network regionally using English as a norm. Moreover, it helps me to enhance my teaching career and opens my way to a bigger world ahead.  

For more information on exchange programs offered by the U.S. Department of State, visit: http://goo.gl/nL3m9b 

(Sam San is second from the right.)
",2014-08-15,10.0
79770243223_10152746078823224,2015-01-25 07:43:00,539,24,10,539,0,573,4889.0,779.0,"Our Continuing Support for the Roka Community
-From the Ambassador's Penh

In early December 2014, all of us in Cambodia heard the shocking news of a cluster of HIV cases in the Roka village located in Battambang province, affecting both young and old. The Ministry of Health (MOH) quickly and effectively responded to this outbreak, following appropriate procedures that have been put in place over many years. At the same time, the MOH reached out to partners to help investigate and respond to this outbreak. The United States did not hesitate in responding to the MOHs call for support, as part of our committed partnership with Cambodia to reduce the rate of HIV infection in the country. With funding from the Presidents Emergency Plan for AIDS Relief (PEPFAR), experts from the U.S. Centers for Disease Control and Prevention (CDC) and the U.S. Agency for International Development (USAID) continue to provide assistance to the Roka community and the entire country. 

 To date, there have been 212 people confirmed to be HIV positive as a result of the collaborative investigation in Roka village. We have actively engaged with the Ministry and other health partners, and there are a number of activities that the U.S. has supported to respond to the recent outbreak. Along with the technical advice that we provided to develop and implement the initial confirmation and investigation of the cluster, counseling and education services are being provided for people who were found HIV positive and the overall community. The local health center receives ongoing support in managing patient care and treatment, including identifying and treating opportunistic infections. We are providing treatment and adherence support through home visits to patients. Assistance is also directed towards laboratory testing and further analysis. 

 Cambodia is a recognized global leader in the fight against HIV/AIDS, having been able to rapidly respond to the epidemic by scaling up programs. The tragic situation in the Roka village illustrates the fact that despite Cambodias history of success, it is critically important to remain vigilant in identifying new cases and ensuring a strong health system is in place to respond. The U.S. government has been supporting HIV/AIDS efforts in Cambodia since the mid-1990s, providing more than $200 million dollars. As we look to the future, the United States remains committed to the global HIV/AIDS response and the goal of achieving an AIDS-free generation in Cambodia. Prior to the outbreak, the U.S. government worked with Cambodias National Center for HIV/AIDS, Dermatology and STDs (NCHADS) to establish a new case management system to actively track recently identified HIV patients and immediately enroll them in care, support, and treatment services. I am encouraged by this and other innovations that will play a vital role in assisting the Roka community and others throughout Cambodia. 

 During my time as U.S. Ambassador, I have been fortunate to have worked with and learned from several individuals dedicated to the fight against HIV/AIDS. Unfortunately, one of these people is departing Cambodia. Dr. Dora Warren, the CDC Country Director since October 2009, will soon begin her new role as CDC Country Director in Burma. During her time in Cambodia, Dr. Warren and her team focused on investigating outbreaks of diseases and cooperated with a wide range Cambodian and international partners to identify effective methods of prevention and treatment. For those of us who have interacted and worked with Dr. Warren, we are well aware of not only her professionalism and expertise; she is also a pleasure to spend time with and has a warm personality. She was dedicated to improving the overall quality of health in Cambodia, and her example served as inspiration for countless others. I want to thank Dr. Warren for her contributions to the Cambodian people and to the U.S. Embassy community. She has truly made a difference and will be greatly missed. 

 I am grateful for the hard work and important contributions of Dr. Warren and others committed to the fight again HIV/AIDS in Cambodia. To the people of the Roka community, we stand with you and will continue to provide support in dealing with the recent outbreak. In response to this tragic situation, I encourage everyone to honor people living with and affected by HIV/AIDS. The people of Roka need our compassion and ongoing care more than ever. Furthermore, it is important to recognize the hard work of health workers, scientists, and community members providing assistance. To reach the goal of an AIDS-free generation in Cambodia, we need to learn as much as we can from this recent event and renew our efforts to ensure that something like this does not happen again. 

#AmbTodd #Cambodia

To read more from Ambassador Todd's blog, go here: blogs.usembassy.gov/todd",2015-01-25,10.0
79770243223_10150982341018224,2012-06-30 12:17:00,68,3,4,68,0,75,365.0,54.0,"50 States in 50 Days: Day 25 - Arkansas

* Arkansas is nicknamed The Natural State and is home to the oldest national forest in the United States.

* Wal-Mart, one of the biggest companies in the world, is headquartered in Arkansas. Starting from one small store in 1962, Wal-Mart now has almost 9,000 locations worldwide.

Explore more: http://goo.gl/UrbSm",2012-06-30,4.0
79770243223_10151179593553224,2012-10-24 14:52:18,441,8,30,441,0,479,114.0,1.0, Todd    ()  ,2012-10-24,30.0
